SWI,WORK,ATTRACT,EDU,FOOD,SHOP,TRANSPORT,ACCOMM,PARK,ENTERTAIN,WORKs,ATTRACTs,EDUs,FOODs,SHOPs,TRANSPORTs,ENTERTAINs,ACCOMMs,PARKs
1.0,9.0,5.0,1.0,0.0,2.0,16.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
3.0,21.0,2.0,1.0,1.0,3.0,16.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
2.0,19.0,1.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,20.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
6.0,39.0,0.0,1.0,6.0,25.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
15.0,16.0,0.0,2.0,0.0,12.0,8.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0
7.0,20.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
31.0,25.0,1.0,3.0,4.0,17.0,11.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0
4.0,7.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
12.0,29.0,2.0,5.0,2.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
7.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,18.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,16.0,40.0,6.0,1.0,0.0,6.0,0.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
8.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,19.0,1.0,2.0,0.0,11.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
10.0,14.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
6.0,10.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,36.0,0.0,6.0,10.0,8.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,38.0,1.0,1.0,5.0,7.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,55.0,3.0,5.0,7.0,12.0,6.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
6.0,13.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,71.0,6.0,12.0,17.0,26.0,9.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0
11.0,17.0,0.0,4.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
17.0,19.0,1.0,5.0,3.0,8.0,6.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
4.0,18.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,12.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
3.0,88.0,4.0,1.0,11.0,17.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
12.0,17.0,2.0,2.0,12.0,10.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
2.0,59.0,1.0,3.0,19.0,37.0,2.0,0.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0
1.0,11.0,8.0,1.0,0.0,0.0,6.0,0.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
1.0,13.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
7.0,60.0,4.0,5.0,15.0,34.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
20.0,149.0,2.0,10.0,23.0,51.0,15.0,1.0,1.0,11.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0
1.0,71.0,0.0,3.0,9.0,15.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,8.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,20.0,50.0,3.0,1.0,5.0,10.0,0.0,2.0,20.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0
2.0,16.0,33.0,3.0,0.0,5.0,14.0,0.0,0.0,9.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0
2.0,17.0,11.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0
8.0,15.0,2.0,4.0,0.0,1.0,7.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,13.0,5.0,2.0,2.0,5.0,15.0,0.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0
2.0,63.0,6.0,6.0,2.0,18.0,12.0,0.0,2.0,13.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
5.0,25.0,3.0,3.0,3.0,8.0,3.0,0.0,0.0,13.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0
13.0,18.0,2.0,2.0,2.0,5.0,8.0,0.0,0.0,7.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0
3.0,4.0,19.0,7.0,1.0,0.0,11.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0
8.0,27.0,13.0,2.0,1.0,5.0,11.0,0.0,0.0,10.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0
3.0,14.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
31.0,118.0,0.0,10.0,29.0,43.0,11.0,0.0,3.0,8.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0
1.0,21.0,0.0,3.0,5.0,7.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
5.0,13.0,6.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
7.0,8.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
26.0,48.0,2.0,2.0,16.0,10.0,14.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0
1.0,27.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
6.0,15.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
1.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,68.0,1.0,9.0,19.0,25.0,8.0,0.0,2.0,6.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0
2.0,29.0,1.0,0.0,5.0,7.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,4.0,0.0,5.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0
3.0,15.0,1.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,16.0,52.0,3.0,1.0,1.0,16.0,0.0,0.0,17.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0
8.0,15.0,3.0,3.0,1.0,2.0,5.0,0.0,1.0,8.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0
4.0,51.0,5.0,8.0,16.0,15.0,10.0,1.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0
8.0,31.0,1.0,0.0,3.0,2.0,6.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
3.0,19.0,4.0,5.0,1.0,2.0,5.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
3.0,22.0,1.0,4.0,2.0,7.0,9.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
6.0,10.0,0.0,2.0,1.0,0.0,17.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
5.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
12.0,7.0,14.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,21.0,5.0,6.0,2.0,6.0,6.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
3.0,47.0,0.0,1.0,10.0,8.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
2.0,20.0,3.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,30.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
8.0,86.0,1.0,7.0,12.0,16.0,5.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
2.0,14.0,1.0,2.0,3.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,73.0,1.0,3.0,28.0,52.0,7.0,0.0,0.0,10.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
13.0,202.0,3.0,14.0,21.0,50.0,6.0,0.0,3.0,8.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0
8.0,15.0,1.0,2.0,3.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
9.0,52.0,2.0,5.0,3.0,14.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
30.0,84.0,7.0,1.0,10.0,24.0,6.0,1.0,1.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0
12.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,33.0,1.0,3.0,25.0,136.0,10.0,0.0,14.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0
6.0,17.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
10.0,58.0,0.0,5.0,12.0,19.0,7.0,2.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,12.0,4.0,5.0,1.0,1.0,6.0,1.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,38.0,1.0,5.0,8.0,12.0,5.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0
8.0,44.0,0.0,1.0,7.0,24.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
18.0,5.0,0.0,2.0,1.0,1.0,9.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
16.0,36.0,2.0,3.0,8.0,6.0,9.0,1.0,1.0,14.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0
7.0,12.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,29.0,0.0,2.0,2.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
4.0,17.0,2.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,77.0,0.0,3.0,22.0,47.0,7.0,0.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
6.0,25.0,1.0,1.0,4.0,10.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,10.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,13.0,0.0,3.0,0.0,2.0,6.0,1.0,0.0,11.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0
7.0,7.0,3.0,4.0,4.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
8.0,27.0,0.0,2.0,8.0,7.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
4.0,4.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
15.0,9.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
7.0,62.0,2.0,7.0,24.0,23.0,7.0,0.0,0.0,7.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0
15.0,107.0,2.0,4.0,5.0,11.0,13.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0
3.0,16.0,3.0,1.0,9.0,6.0,5.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,8.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,12.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,18.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,11.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,41.0,1.0,2.0,9.0,13.0,6.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
1.0,26.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
4.0,14.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,12.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,32.0,0.0,0.0,5.0,24.0,6.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
2.0,16.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,20.0,1.0,0.0,9.0,10.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
14.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,37.0,1.0,4.0,16.0,19.0,10.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0
4.0,10.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
5.0,10.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,34.0,1.0,7.0,8.0,18.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0
1.0,31.0,0.0,2.0,4.0,12.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
6.0,13.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
12.0,149.0,4.0,9.0,47.0,50.0,6.0,1.0,4.0,11.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0
2.0,19.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,41.0,4.0,0.0,15.0,66.0,15.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0
6.0,12.0,0.0,4.0,1.0,1.0,7.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
14.0,10.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,24.0,0.0,1.0,3.0,16.0,6.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
1.0,16.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
6.0,18.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,12.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
6.0,34.0,1.0,2.0,8.0,7.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,86.0,1.0,2.0,0.0,15.0,7.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
10.0,46.0,1.0,0.0,2.0,18.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
4.0,37.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,8.0,3.0,4.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
23.0,131.0,4.0,7.0,39.0,63.0,13.0,0.0,4.0,12.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0
2.0,8.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,39.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,21.0,11.0,2.0,1.0,8.0,5.0,0.0,0.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0
2.0,20.0,3.0,3.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0
29.0,30.0,3.0,0.0,0.0,6.0,10.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
3.0,15.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
7.0,79.0,5.0,3.0,9.0,15.0,6.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,34.0,0.0,5.0,2.0,8.0,7.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
2.0,13.0,6.0,6.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0
16.0,12.0,5.0,3.0,1.0,2.0,7.0,0.0,0.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0
2.0,8.0,2.0,0.0,3.0,2.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,77.0,0.0,1.0,26.0,39.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
5.0,17.0,1.0,5.0,2.0,9.0,4.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
4.0,23.0,0.0,2.0,5.0,8.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
3.0,11.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,8.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,22.0,3.0,1.0,5.0,6.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,22.0,1.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
6.0,46.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,6.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
21.0,85.0,7.0,8.0,18.0,32.0,19.0,0.0,3.0,13.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0
4.0,17.0,2.0,2.0,7.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,49.0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
4.0,21.0,0.0,2.0,4.0,7.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
2.0,25.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
7.0,132.0,8.0,3.0,3.0,22.0,10.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
16.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,18.0,1.0,7.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,12.0,0.0,1.0,6.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
7.0,14.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,94.0,6.0,3.0,37.0,54.0,14.0,0.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0
2.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2.0,14.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,17.0,5.0,3.0,3.0,3.0,11.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0
3.0,7.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
